timestamp,sample_id,uptime_ms,scenario_id,cpu_utilization,cpu_idle,task_cpu_utilization,total_heap,free_heap,used_heap,heap_utilization,minimum_free_heap,stack_high_water_mark,stack_utilization,task_name,task_priority,task_state,task_execution_time,task_period,task_jitter,task_execution_count,deadline_misses,context_switches,task_switches,scheduler_delay,active_task_count,inference_time,min_inference_time,max_inference_time,average_inference_time,inference_count,inference_frequency,queue_length,queue_capacity,queue_utilization,messages_sent,messages_received,dropped_messages,interrupt_count,interrupt_latency,power_consumption,system_temperature,watchdog_resets,system_resets,heap_churn_bytes,heap_alloc_failures,distance_cm,ultrasonic_timeouts,logged_at
74533,75,74533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,75,0,1000,3736,0,11,9,9,9,9.0,35,35.0,9,10,90.0,750,741,1841,33,10416,282.3,563.4,0,1,4096,0,-1.0,329,2026-09-19T23:24:50
74533,75,74533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,329,0,1000,3736,0,11,9,9,9,9.0,35,35.0,9,10,90.0,750,741,1841,33,10416,282.3,563.4,0,1,4096,0,-1.0,329,2026-09-19T23:24:50
75527,76,75527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2626,0,1000,3787,0,11,9,9,9,9.0,35,35.0,9,10,90.0,760,751,1866,33,10416,282.4,563.4,0,1,4096,0,-1.0,334,2026-09-19T23:24:51
75527,76,75527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,751,0,1000,3787,0,11,9,9,9,9.0,35,35.0,9,10,90.0,760,751,1866,33,10416,282.4,563.4,0,1,4096,0,-1.0,334,2026-09-19T23:24:51
75527,76,75527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,76,0,1000,3787,0,11,9,9,9,9.0,35,35.0,9,10,90.0,760,751,1866,33,10416,282.4,563.4,0,1,4096,0,-1.0,334,2026-09-19T23:24:51
75527,76,75527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,334,0,1000,3787,0,11,9,9,9,9.0,35,35.0,9,10,90.0,760,751,1866,33,10416,282.4,563.4,0,1,4096,0,-1.0,334,2026-09-19T23:24:51
76527,77,76527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2661,0,1000,3837,0,11,9,9,9,9.0,35,35.0,9,10,90.0,770,761,1891,33,10416,282.3,563.4,0,1,4096,0,-1.0,338,2026-09-19T23:24:52
76527,77,76527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,761,0,1000,3837,0,11,9,9,9,9.0,35,35.0,9,10,90.0,770,761,1891,33,10416,282.3,563.4,0,1,4096,0,-1.0,338,2026-09-19T23:24:52
76527,77,76527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,77,0,1000,3837,0,11,9,9,9,9.0,35,35.0,9,10,90.0,770,761,1891,33,10416,282.3,563.4,0,1,4096,0,-1.0,338,2026-09-19T23:24:52
76527,77,76527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,338,0,1000,3837,0,11,9,9,9,9.0,35,35.0,9,10,90.0,770,761,1891,33,10416,282.3,563.4,0,1,4096,0,-1.0,338,2026-09-19T23:24:52
77533,78,77533,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2696,0,1000,3888,0,11,9,9,9,9.0,35,35.0,9,10,90.0,780,771,1916,33,10416,282.4,563.4,0,1,4096,0,-1.0,343,2026-09-19T23:24:53
77533,78,77533,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,771,0,1000,3888,0,11,9,9,9,9.0,35,35.0,9,10,90.0,780,771,1916,33,10416,282.4,563.4,0,1,4096,0,-1.0,343,2026-09-19T23:24:53
77533,78,77533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,78,0,1000,3888,0,11,9,9,9,9.0,35,35.0,9,10,90.0,780,771,1916,33,10416,282.4,563.4,0,1,4096,0,-1.0,343,2026-09-19T23:24:53
77533,78,77533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,343,0,1000,3888,0,11,9,9,9,9.0,35,35.0,9,10,90.0,780,771,1916,33,10416,282.4,563.4,0,1,4096,0,-1.0,343,2026-09-19T23:24:53
78527,79,78527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2731,0,1000,3938,0,11,9,9,9,9.0,35,35.0,9,10,90.0,790,781,1941,33,10416,282.4,563.4,0,1,4096,0,-1.0,347,2026-09-19T23:24:54
78527,79,78527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,781,0,1000,3938,0,11,9,9,9,9.0,35,35.0,9,10,90.0,790,781,1941,33,10416,282.4,563.4,0,1,4096,0,-1.0,347,2026-09-19T23:24:54
78527,79,78527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,79,0,1000,3938,0,11,9,9,9,9.0,35,35.0,9,10,90.0,790,781,1941,33,10416,282.4,563.4,0,1,4096,0,-1.0,347,2026-09-19T23:24:54
78527,79,78527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,347,0,1000,3938,0,11,9,9,9,9.0,35,35.0,9,10,90.0,790,781,1941,33,10416,282.4,563.4,0,1,4096,0,-1.0,347,2026-09-19T23:24:54
79528,80,79528,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2766,0,1001,3989,0,11,9,9,9,9.0,35,35.0,9,10,90.0,800,791,1966,33,10416,282.4,563.4,0,1,4096,0,-1.0,351,2026-09-19T23:24:55
79528,80,79528,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,791,0,1001,3989,0,11,9,9,9,9.0,35,35.0,9,10,90.0,800,791,1966,33,10416,282.4,563.4,0,1,4096,0,-1.0,352,2026-09-19T23:24:55
79528,80,79528,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,2,1000,1,80,0,1001,3989,0,11,9,9,9,9.0,35,35.0,9,10,90.0,800,791,1966,33,10416,282.4,563.4,0,1,4096,0,-1.0,352,2026-09-19T23:24:55
79528,80,79528,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,351,0,1001,3989,0,11,9,9,9,9.0,35,35.0,9,10,90.0,800,791,1966,33,10416,282.4,563.4,0,1,4096,0,-1.0,352,2026-09-19T23:24:55
80533,81,80533,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2801,0,999,4039,0,11,9,9,9,9.0,35,35.0,9,10,90.0,810,801,1991,33,10416,282.4,563.4,0,1,4096,0,-1.0,356,2026-09-19T23:24:56
80533,81,80533,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,801,0,999,4039,0,11,9,9,9,9.0,35,35.0,9,10,90.0,810,801,1991,33,10416,282.4,563.4,0,1,4096,0,-1.0,356,2026-09-19T23:24:56
80533,81,80533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,5,81,0,999,4039,0,11,9,9,9,9.0,35,35.0,9,10,90.0,810,801,1991,33,10416,282.4,563.4,0,1,4096,0,-1.0,356,2026-09-19T23:24:56
80533,81,80533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,356,0,999,4039,0,11,9,9,9,9.0,35,35.0,9,10,90.0,810,801,1991,33,10416,282.4,563.4,0,1,4096,0,-1.0,356,2026-09-19T23:24:56
81527,82,81527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2836,0,1000,4089,0,11,9,9,9,9.0,35,35.0,9,10,90.0,820,811,2016,33,10416,282.4,563.4,0,1,4096,0,-1.0,360,2026-09-19T23:24:57
81527,82,81527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,811,0,1000,4089,0,11,9,9,9,9.0,35,35.0,9,10,90.0,820,811,2016,33,10416,282.4,563.4,0,1,4096,0,-1.0,360,2026-09-19T23:24:57
81527,82,81527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,82,0,1000,4090,0,11,9,9,9,9.0,35,35.0,9,10,90.0,820,811,2016,33,10416,282.4,563.4,0,1,4096,0,-1.0,360,2026-09-19T23:24:57
81527,82,81527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,READY,0,200,0,360,0,1000,4090,0,11,9,9,9,9.0,35,35.0,9,10,90.0,820,811,2016,33,10416,282.4,563.4,0,1,4096,0,-1.0,360,2026-09-19T23:24:57
82527,83,82527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2871,0,1000,4140,0,11,9,9,9,9.0,35,35.0,9,10,90.0,830,821,2041,33,10416,282.4,563.4,0,1,4096,0,-1.0,365,2026-09-19T23:24:58
82527,83,82527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,821,0,1000,4140,0,11,9,9,9,9.0,35,35.0,9,10,90.0,830,821,2041,33,10416,282.4,563.4,0,1,4096,0,-1.0,365,2026-09-19T23:24:58
82527,83,82527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,83,0,1000,4140,0,11,9,9,9,9.0,35,35.0,9,10,90.0,830,821,2041,33,10416,282.4,563.4,0,1,4096,0,-1.0,365,2026-09-19T23:24:58
82527,83,82527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,365,0,1000,4140,0,11,9,9,9,9.0,35,35.0,9,10,90.0,830,821,2041,33,10416,282.4,563.4,0,1,4096,0,-1.0,365,2026-09-19T23:24:58
83533,84,83533,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2906,0,1000,4190,0,11,9,9,9,9.0,35,35.0,9,10,90.0,840,831,2066,33,10416,282.4,563.4,0,1,4096,0,-1.0,369,2026-09-19T23:24:59
83533,84,83533,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,831,0,1000,4190,0,11,9,9,9,9.0,35,35.0,9,10,90.0,840,831,2066,33,10416,282.4,563.4,0,1,4096,0,-1.0,369,2026-09-19T23:24:59
83533,84,83533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,84,0,1000,4190,0,11,9,9,9,9.0,35,35.0,9,10,90.0,840,831,2066,33,10416,282.4,563.4,0,1,4096,0,-1.0,369,2026-09-19T23:24:59
83533,84,83533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,369,0,1000,4190,0,11,9,9,9,9.0,35,35.0,9,10,90.0,840,831,2066,33,10416,282.4,563.4,0,1,4096,0,-1.0,369,2026-09-19T23:24:59
84527,85,84527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2941,0,1000,4241,0,11,9,9,9,9.0,35,35.0,9,10,90.0,850,841,2091,33,10416,282.5,563.4,0,1,4096,0,-1.0,374,2026-09-19T23:25:00
84527,85,84527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,841,0,1000,4241,0,11,9,9,9,9.0,35,35.0,9,10,90.0,850,841,2091,33,10416,282.5,563.4,0,1,4096,0,-1.0,374,2026-09-19T23:25:00
84527,85,84527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,85,0,1000,4241,0,11,9,9,9,9.0,35,35.0,9,10,90.0,850,841,2091,33,10416,282.5,563.4,0,1,4096,0,-1.0,374,2026-09-19T23:25:00
84527,85,84527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,374,0,1000,4241,0,11,9,9,9,9.0,35,35.0,9,10,90.0,850,841,2091,33,10416,282.5,563.4,0,1,4096,0,-1.0,374,2026-09-19T23:25:00
85527,86,85527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,86,0,1000,4291,0,11,9,9,9,9.0,35,35.0,9,10,90.0,860,851,2116,33,10416,282.4,563.4,0,1,4096,0,-1.0,378,2026-09-19T23:25:01
85527,86,85527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,378,0,1000,4291,0,11,9,9,9,9.0,35,35.0,9,10,90.0,860,851,2116,33,10416,282.4,563.4,0,1,4096,0,-1.0,378,2026-09-19T23:25:01
86533,87,86533,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,861,0,1000,4342,0,11,9,9,9,9.0,35,35.0,9,10,90.0,870,861,2141,33,10416,282.5,563.4,0,1,4096,0,-1.0,383,2026-09-19T23:25:02
86533,87,86533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,87,0,1000,4342,0,11,9,9,9,9.0,35,35.0,9,10,90.0,870,861,2141,33,10416,282.5,563.4,0,1,4096,0,-1.0,383,2026-09-19T23:25:02
86533,87,86533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,383,0,1000,4342,0,11,9,9,9,9.0,35,35.0,9,10,90.0,870,861,2141,33,10416,282.5,563.4,0,1,4096,0,-1.0,383,2026-09-19T23:25:02
87527,88,87527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3046,0,1000,4392,0,11,9,9,9,9.0,35,35.0,9,10,90.0,880,871,2166,33,10416,282.5,563.4,0,1,4096,0,-1.0,387,2026-09-19T23:25:03
87527,88,87527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,871,0,1000,4392,0,11,9,9,9,9.0,35,35.0,9,10,90.0,880,871,2166,33,10416,282.5,563.4,0,1,4096,0,-1.0,387,2026-09-19T23:25:03
87527,88,87527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,88,0,1000,4392,0,11,9,9,9,9.0,35,35.0,9,10,90.0,880,871,2166,33,10416,282.5,563.4,0,1,4096,0,-1.0,387,2026-09-19T23:25:03
87527,88,87527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,387,0,1000,4392,0,11,9,9,9,9.0,35,35.0,9,10,90.0,880,871,2166,33,10416,282.5,563.4,0,1,4096,0,-1.0,387,2026-09-19T23:25:03
88528,89,88528,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3081,0,1001,4443,0,11,9,9,9,9.0,35,35.0,9,10,90.0,890,881,2191,33,10416,282.5,563.4,0,1,4096,0,-1.0,391,2026-09-19T23:25:04
88528,89,88528,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,881,0,1001,4443,0,11,9,9,9,9.0,35,35.0,9,10,90.0,890,881,2191,33,10416,282.5,563.4,0,1,4096,0,-1.0,392,2026-09-19T23:25:04
88528,89,88528,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,2,1000,1,89,0,1001,4443,0,11,9,9,9,9.0,35,35.0,9,10,90.0,890,881,2191,33,10416,282.5,563.4,0,1,4096,0,-1.0,392,2026-09-19T23:25:04
88528,89,88528,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,391,0,1001,4443,0,11,9,9,9,9.0,35,35.0,9,10,90.0,890,881,2191,33,10416,282.5,563.4,0,1,4096,0,-1.0,392,2026-09-19T23:25:04
89533,90,89533,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3116,0,999,4493,0,11,9,9,9,9.0,35,35.0,9,10,90.0,900,891,2216,33,10416,282.5,563.4,0,1,4096,0,-1.0,396,2026-09-19T23:25:05
89533,90,89533,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,891,0,999,4493,0,11,9,9,9,9.0,35,35.0,9,10,90.0,900,891,2216,33,10416,282.5,563.4,0,1,4096,0,-1.0,396,2026-09-19T23:25:05
89533,90,89533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,5,90,0,999,4493,0,11,9,9,9,9.0,35,35.0,9,10,90.0,900,891,2216,33,10416,282.5,563.4,0,1,4096,0,-1.0,396,2026-09-19T23:25:05
89533,90,89533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,396,0,999,4493,0,11,9,9,9,9.0,35,35.0,9,10,90.0,900,891,2216,33,10416,282.5,563.4,0,1,4096,0,-1.0,396,2026-09-19T23:25:05
90527,91,90527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3151,0,1000,4543,0,11,9,9,9,9.0,35,35.0,9,10,90.0,910,901,2241,33,10416,282.5,563.4,0,1,4096,0,-1.0,400,2026-09-19T23:25:06
90527,91,90527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,901,0,1000,4543,0,11,9,9,9,9.0,35,35.0,9,10,90.0,910,901,2241,33,10416,282.5,563.4,0,1,4096,0,-1.0,400,2026-09-19T23:25:06
90527,91,90527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,91,0,1000,4544,0,11,9,9,9,9.0,35,35.0,9,10,90.0,910,901,2241,33,10416,282.5,563.4,0,1,4096,0,-1.0,400,2026-09-19T23:25:06
90527,91,90527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,READY,0,200,0,400,0,1000,4544,0,11,9,9,9,9.0,35,35.0,9,10,90.0,910,901,2241,33,10416,282.5,563.4,0,1,4096,0,-1.0,400,2026-09-19T23:25:06
91527,92,91527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3186,0,1000,4594,0,11,9,9,9,9.0,35,35.0,9,10,90.0,920,911,2266,33,10416,282.5,563.4,0,1,4096,0,-1.0,405,2026-09-19T23:25:07
91527,92,91527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,911,0,1000,4594,0,11,9,9,9,9.0,35,35.0,9,10,90.0,920,911,2266,33,10416,282.5,563.4,0,1,4096,0,-1.0,405,2026-09-19T23:25:07
91527,92,91527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,92,0,1000,4594,0,11,9,9,9,9.0,35,35.0,9,10,90.0,920,911,2266,33,10416,282.5,563.4,0,1,4096,0,-1.0,405,2026-09-19T23:25:07
91527,92,91527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,405,0,1000,4594,0,11,9,9,9,9.0,35,35.0,9,10,90.0,920,911,2266,33,10416,282.5,563.4,0,1,4096,0,-1.0,405,2026-09-19T23:25:07
92533,93,92533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,93,0,1000,4644,0,11,9,9,9,9.0,35,35.0,9,10,90.0,930,921,2291,33,10416,282.5,563.4,0,1,4096,0,-1.0,409,2026-09-19T23:25:08
92533,93,92533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,409,0,1000,4644,0,11,9,9,9,9.0,35,35.0,9,10,90.0,930,921,2291,33,10416,282.5,563.4,0,1,4096,0,-1.0,409,2026-09-19T23:25:08
93527,94,93527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3256,0,1000,4695,0,11,9,9,9,9.0,35,35.0,9,10,90.0,940,931,2316,33,10416,282.6,563.4,0,1,4096,0,-1.0,414,2026-09-19T23:25:09
93527,94,93527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,931,0,1000,4695,0,11,9,9,9,9.0,35,35.0,9,10,90.0,940,931,2316,33,10416,282.6,563.4,0,1,4096,0,-1.0,414,2026-09-19T23:25:09
93527,94,93527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,94,0,1000,4695,0,11,9,9,9,9.0,35,35.0,9,10,90.0,940,931,2316,33,10416,282.6,563.4,0,1,4096,0,-1.0,414,2026-09-19T23:25:09
93527,94,93527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,414,0,1000,4695,0,11,9,9,9,9.0,35,35.0,9,10,90.0,940,931,2316,33,10416,282.6,563.4,0,1,4096,0,-1.0,414,2026-09-19T23:25:09
94527,95,94527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3291,0,1000,4745,0,11,9,9,9,9.0,35,35.0,9,10,90.0,950,941,2341,33,10416,282.5,563.4,0,1,4096,0,-1.0,418,2026-09-19T23:25:10
94527,95,94527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,941,0,1000,4745,0,11,9,9,9,9.0,35,35.0,9,10,90.0,950,941,2341,33,10416,282.5,563.4,0,1,4096,0,-1.0,418,2026-09-19T23:25:10
94527,95,94527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,95,0,1000,4745,0,11,9,9,9,9.0,35,35.0,9,10,90.0,950,941,2341,33,10416,282.5,563.4,0,1,4096,0,-1.0,418,2026-09-19T23:25:10
94527,95,94527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,418,0,1000,4745,0,11,9,9,9,9.0,35,35.0,9,10,90.0,950,941,2341,33,10416,282.5,563.4,0,1,4096,0,-1.0,418,2026-09-19T23:25:10
95533,96,95533,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3326,0,1000,4796,0,11,9,9,9,9.0,35,35.0,9,10,90.0,960,951,2366,33,10416,282.6,563.4,0,1,4096,0,-1.0,423,2026-09-19T23:25:11
95533,96,95533,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,951,0,1000,4796,0,11,9,9,9,9.0,35,35.0,9,10,90.0,960,951,2366,33,10416,282.6,563.4,0,1,4096,0,-1.0,423,2026-09-19T23:25:11
95533,96,95533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,96,0,1000,4796,0,11,9,9,9,9.0,35,35.0,9,10,90.0,960,951,2366,33,10416,282.6,563.4,0,1,4096,0,-1.0,423,2026-09-19T23:25:11
95533,96,95533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,423,0,1000,4796,0,11,9,9,9,9.0,35,35.0,9,10,90.0,960,951,2366,33,10416,282.6,563.4,0,1,4096,0,-1.0,423,2026-09-19T23:25:11
96527,97,96527,1,46.4,53.6,28.7,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,3361,0,1000,4846,0,11,9,9,9,9.0,35,35.0,9,10,90.0,970,961,2391,33,10416,282.6,563.4,0,1,4096,0,-1.0,427,2026-09-19T23:25:12
96527,97,96527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,961,0,1000,4846,0,11,9,9,9,9.0,35,35.0,9,10,90.0,970,961,2391,33,10416,282.6,563.4,0,1,4096,0,-1.0,427,2026-09-19T23:25:12
96527,97,96527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,97,0,1000,4846,0,11,9,9,9,9.0,35,35.0,9,10,90.0,970,961,2391,33,10416,282.6,563.4,0,1,4096,0,-1.0,427,2026-09-19T23:25:12
